페이지,게시글번호,말머리,제목,내용,글쓴이,추천수,조회수,날짜,링크
1,1908,,수원 인계동NO1 01075327917 핫 플레이 다국적 수원  퍼플릭,수원 인계동NO1 01075327917 핫 플레이 다국적 수원  퍼플릭 수원  가라오케 수원 다국적 가라오케 수원 셔츠룸 용인 동탄 화성 병점 정남 신갈 오산  태국 러시아 다국적노래방 신갈 용인 태국 러시아 다국적가라오케 문의예약:01075327917 요즘 핫플레이스 입니다/// 고퀄리티 주류 및 성실한 서비스 마인드~ 일반 가라오케 이며 마인드 굿 필러태 무한초이스 가능~ 한번오면 중독성 장난아님~ 무한초이스 가능~ 못온사람은많아도 한번오면 중독됩니다~~~ 서비스에 반하고 퀄리티에반하고 초이스에 반하실분들은 문의주세요 문의예약:01075327917 #신갈다국적 #기흥구청다국적 #용인다국적 #상현동다국적 #동백동다국적 #보라동다국적 #신갈민속촌 #신갈수지동 #신갈외국인클럽 #신갈다국적클럽 #신갈 외국인클럽 #신갈엔젤노래방 #신갈외국인가라오케 #신갈클럽 #신갈풀싸롱 #신갈외국인 #신갈룸싸롱 #신갈파장식 #신갈오피 #신갈백마 #신갈동남아 #신갈필리핀 #신갈러시아클럽 #신갈카자흐스탄클럽 #신갈태국 #신갈가요주점 #신갈러시아노래방 #신갈태국노래방 #신갈필리핀노래방 #수지다국적노래방 #신갈다국적노래방 #신갈러시아마사지 #신갈필리핀마사지 #신갈외국인노래방 #신갈태국가라오케 #신갈러시아가라오케 #신갈필리핀가라오케 #신갈용인가라오케 #신갈노래방 #용인가라오케 #신갈가라오케 #용인가라오케 #용인노래방#수원다국적 #수원구청다국적 #수원다국적 #수원동다국적 #수원다국적 #수원다국적 #수원민속촌 #수원수지동 #수원외국인클럽 #수원다국적클럽 #수원 외국인클럽 #수원엔젤노래방 #수원외국인가라오케 #수원클럽 #수원풀싸롱 #수원외국인 #수원룸싸롱 #수원파장식 #수원오피 #수원백마 #수원동남아 #수원필리핀 #수원러시아클럽 #수원카자흐스탄클럽 #수원태국 #수원가요주점 #수원러시아노래방 #수원태국노래방 #수원필리핀노래방 #수원다국적노래방 #수원다국적노래방 #수원러시아마사지 #수원필리핀마사지 #수원외국인노래방 #수원태국가라오케 #수원러시아가라오케 #수원필리핀가라오케 #수원용인가라오케 #수원노래방 #수원가라오케 #수원가라오케 #수원가라오케 #수원노래방 수원 NO1 다국적가라오케,김사장 (210.100) 2023.10.23 12:00:44 스크랩 조회 937 추천 1 댓글 1,1,937,2023.10.23 12:00:44,https://gall.dcinside.com/mgallery/board/view/?id=suwon_boys_high&no=1908&page=1
1,1905,,애1ㅁ ㅣ ^ㅣ발 비 존나 오잖아,^ㅣ발 체육대회 미루던가,ㅇㅇ (223.38) 2023.10.19 09:40:57 스크랩 조회 463 추천 2 댓글 1,2,463,2023.10.19 09:40:57,https://gall.dcinside.com/mgallery/board/view/?id=suwon_boys_high&no=1905&page=1
1,1903,,교육이랍시고 ㅋㅋ,아니 틀어준거 또 틀어주네 공부하게 조용히는 못해줄망정 날먹쳐하노 - dc official App,수갤러 (223.39) 2023.10.11 16:19:47 스크랩 조회 517 추천 6 댓글 0,6,517,2023.10.11 16:19:47,https://gall.dcinside.com/mgallery/board/view/?id=suwon_boys_high&no=1903&page=1
1,1901,,내년 담임은,윤@노 걸려라 출첵 안하고 애들 관심없어서 정시준비하기 개좋다,수갤러 (223.62) 2023.09.04 20:14:59 스크랩 조회 723 추천 3 댓글 2,3,723,2023.09.04 20:14:59,https://gall.dcinside.com/mgallery/board/view/?id=suwon_boys_high&no=1901&page=1
1,1900,,.,.,수갤러 (1.227) 2023.08.21 07:47:50 스크랩 조회 457 추천 1 댓글 0,1,457,2023.08.21 07:47:50,https://gall.dcinside.com/mgallery/board/view/?id=suwon_boys_high&no=1900&page=1
1,1899,,하교할때 왜 잡는거임,"""핑계대지마""",ㅇㅇ (211.109) 2023.07.08 00:36:25 스크랩 조회 710 추천 12 댓글 1,12,710,2023.07.08 00:36:25,https://gall.dcinside.com/mgallery/board/view/?id=suwon_boys_high&no=1899&page=1
1,1898,,수마갤로 ㄱㄱ,https://m.dcinside.com/board/suwonhs ㄱㄱ,ㅇㅇ (106.101) 2023.07.03 15:00:50 스크랩 조회 656 추천 4 댓글 0,4,656,2023.07.03 15:00:50,https://gall.dcinside.com/mgallery/board/view/?id=suwon_boys_high&no=1898&page=1
1,1895,,망갤 테스트,,ㅇㅇ (116.126) 2023.06.16 22:51:47 스크랩 조회 777 추천 23 댓글 1,23,777,2023.06.16 22:51:47,https://gall.dcinside.com/mgallery/board/view/?id=suwon_boys_high&no=1895&page=1
1,1894,,방탈출,ㅠㅠ,ㅇㅇ (118.220) 2023.05.19 00:07:40 스크랩 조회 428 추천 2 댓글 0,2,428,2023.05.19 00:07:40,https://gall.dcinside.com/mgallery/board/view/?id=suwon_boys_high&no=1894&page=1
1,1891,,수원여고랑 수원故랑 다를게 뭐냐????,수따닥,ㅇㅇ (39.117) 2023.04.20 23:39:57 스크랩 조회 534 추천 1 댓글 0,1,534,2023.04.20 23:39:57,https://gall.dcinside.com/mgallery/board/view/?id=suwon_boys_high&no=1891&page=1
1,1893,,난 수원 고 욕하는걸 좀 다르게 본다,3d로 본다,ㅇㅇ (118.220) 2023.05.17 23:02:51 스크랩 조회 847 추천 12 댓글 0,12,847,2023.05.17 23:02:51,https://gall.dcinside.com/mgallery/board/view/?id=suwon_boys_high&no=1893&page=1
1,1890,,수원. 고?,수원 故,ㅇㅇ (39.117) 2023.04.20 23:38:57 스크랩 조회 466 추천 2 댓글 0,2,466,2023.04.20 23:38:57,https://gall.dcinside.com/mgallery/board/view/?id=suwon_boys_high&no=1890&page=1
1,1888,,교복 개씨4발창년같은데 맞냐?,ㅇㅇ,ㅇㅇ (42.118) 2023.04.07 01:59:31 스크랩 조회 612 추천 4 댓글 0,4,612,2023.04.07 01:59:31,https://gall.dcinside.com/mgallery/board/view/?id=suwon_boys_high&no=1888&page=1
1,1887,,수고 예전 사건...,회사 부서 인턴으로 선생님 두명 짤린사건때 학생이었던 애 들어와서 담배피면서 그 사건 물어봤다가 사진 다 돌려보고 지웠습니다. 하고 먼저 들어가는데 나 조진거냐....     조질땐 조지더라도 사진 보여주고가!,ㅇㅇ (112.153) 2023.04.03 09:57:02 스크랩 조회 989 추천 1 댓글 0,1,989,2023.04.03 09:57:02,https://gall.dcinside.com/mgallery/board/view/?id=suwon_boys_high&no=1887&page=1
1,1882,,후문은 개방 안함?,ㅈㄱㄴ,ㅇㅇ (125.244) 2023.03.20 00:26:04 스크랩 조회 480 추천 0 댓글 1,0,480,2023.03.20 00:26:04,https://gall.dcinside.com/mgallery/board/view/?id=suwon_boys_high&no=1882&page=1
1,1881,,갤주딱,규칙 열심히 써놓고 관리 안하노 ㅋㅋ,ㅇㅇ (211.215) 2023.02.27 15:26:24 스크랩 조회 372 추천 2 댓글 0,2,372,2023.02.27 15:26:24,https://gall.dcinside.com/mgallery/board/view/?id=suwon_boys_high&no=1881&page=1
1,1880,,안녕,내 여친이야 인사해,ㅇㅇ (113.185) 2023.02.19 02:33:13 스크랩 조회 496 추천 4 댓글 0,4,496,2023.02.19 02:33:13,https://gall.dcinside.com/mgallery/board/view/?id=suwon_boys_high&no=1880&page=1
1,1879,,수고붙었는데,망한거지?,ㅇㅇ (211.215) 2023.02.07 13:55:11 스크랩 조회 786 추천 5 댓글 2,5,786,2023.02.07 13:55:11,https://gall.dcinside.com/mgallery/board/view/?id=suwon_boys_high&no=1879&page=1
1,1878,,머지,체육 ㄱㅇㄱ 기간제임?,수고인 (39.120) 2023.02.05 23:21:18 스크랩 조회 368 추천 3 댓글 0,3,368,2023.02.05 23:21:18,https://gall.dcinside.com/mgallery/board/view/?id=suwon_boys_high&no=1878&page=1
1,1876,,수고가는 메리트가있나,여길 1지망 써서 오는애가 있긴 함? 장점이 1도없는거같노..,ㅇㅇ (124.51) 2023.01.13 10:05:17 스크랩 조회 558 추천 6 댓글 0,6,558,2023.01.13 10:05:17,https://gall.dcinside.com/mgallery/board/view/?id=suwon_boys_high&no=1876&page=1
1,1885,,졸업한 선배다,여기 주딱 학생회다 ㅋㅋ - dc official App,ㅇㅇ (211.229) 2023.04.02 04:13:12 스크랩 조회 600 추천 3 댓글 0,3,600,2023.04.02 04:13:12,https://gall.dcinside.com/mgallery/board/view/?id=suwon_boys_high&no=1885&page=1
1,1875,,갤주 좆벙신이 갤 망쳤네,싀발럼 - dc official App,ㅇㅇ (211.234) 2023.01.05 06:29:29 스크랩 조회 599 추천 14 댓글 0,14,599,2023.01.05 06:29:29,https://gall.dcinside.com/mgallery/board/view/?id=suwon_boys_high&no=1875&page=1
1,1874,,졸업 축하한다,나도 이제 닉변해야겠농  ㅋㅋ - dc official App,수원고일본문화전문가 2023.01.04 07:31:40 스크랩 조회 383 추천 3 댓글 0,3,383,2023.01.04 07:31:40,https://gall.dcinside.com/mgallery/board/view/?id=suwon_boys_high&no=1874&page=1
1,1871,,좆됐으면 개..추ㅋㅋㅋ,일단 나부터 - dc official App,수원고일본문화전문가 2022.11.17 17:17:09 스크랩 조회 550 추천 12 댓글 0,12,550,2022.11.17 17:17:09,https://gall.dcinside.com/mgallery/board/view/?id=suwon_boys_high&no=1871&page=1
1,1870,,가정학습 왜 학교 마음대로 일주일 단축시킴?,하..,ㅇㅇ (180.231) 2022.10.28 14:50:51 스크랩 조회 448 추천 0 댓글 1,0,448,2022.10.28 14:50:51,https://gall.dcinside.com/mgallery/board/view/?id=suwon_boys_high&no=1870&page=1
1,1868,,선택과목,2학년때 과탐이랑 일본어 중국어 정보중에 머 골라야하는지 추천좀 각 과목별 쌤들 특징좀 알려주셈,ㅇㅇ (124.50) 2022.10.01 19:25:47 스크랩 조회 464 추천 0 댓글 1,0,464,2022.10.01 19:25:47,https://gall.dcinside.com/mgallery/board/view/?id=suwon_boys_high&no=1868&page=1
1,1864,,9/24 점심,맛있는 곰탕 - dc official App,ㅇㅇ (118.34) 2022.09.24 13:24:40 스크랩 조회 585 추천 0 댓글 1,0,585,2022.09.24 13:24:40,https://gall.dcinside.com/mgallery/board/view/?id=suwon_boys_high&no=1864&page=1
1,1863,,9/23 급식,웰빙푸드? ㅈ까라 그래 시팔 사진 안찍어 라고 썼었는데 한숟갈 뜨지마자 생각바뀜 곤드레밥에 양념은 간이 딱 적당하고 쭈꾸미 식감도 좋음 샐러드 소스가 캐리 밥먹고 딱 목 맥힐때 김칫국 싹 먹어주면 클리어 업체 바꿨냐? 존나 맛있어졌노 ㅋㅋ - dc official App,빌런의급식 (211.114) 2022.09.23 12:13:49 스크랩 조회 490 추천 0 댓글 1,0,490,2022.09.23 12:13:49,https://gall.dcinside.com/mgallery/board/view/?id=suwon_boys_high&no=1863&page=1
1,1862,,9/22 급식,치즈불닭 늘 나오던것처럼 이름만 불닭이지 맵기는 물닭이다. 치즈의 양은 랜덤 고기의 식감은 준수한 정도 마카로니 존맛탱 오늘도 거르지 말고 먹어라 - dc official App,빌런의급식 (211.114) 2022.09.22 12:15:59 스크랩 조회 518 추천 2 댓글 2,2,518,2022.09.22 12:15:59,https://gall.dcinside.com/mgallery/board/view/?id=suwon_boys_high&no=1862&page=1
1,1865,,수.원고 싫어하면 개.추 눌러볼까?,,ㅇㅇ (175.195) 2022.09.24 13:33:36 스크랩 조회 954 추천 61 댓글 1,61,954,2022.09.24 13:33:36,https://gall.dcinside.com/mgallery/board/view/?id=suwon_boys_high&no=1865&page=1
1,1860,,9/20 급식,불맛이 살짝 느껴지는 고기가 일품 밥 맛있게 먹어라 - dc official App,빌런의급식 (211.114) 2022.09.20 12:34:58 스크랩 조회 446 추천 3 댓글 0,3,446,2022.09.20 12:34:58,https://gall.dcinside.com/mgallery/board/view/?id=suwon_boys_high&no=1860&page=1
1,1872,,수고 화이팅!,성 실,ㅇㅇ (172.226) 2022.11.23 02:16:26 스크랩 조회 386 추천 0 댓글 0,0,386,2022.11.23 02:16:26,https://gall.dcinside.com/mgallery/board/view/?id=suwon_boys_high&no=1872&page=1
1,1861,,9/21 급식,대체로 다 맛있음 오늘은 밖에서 먹을생각 말고 급식 먹어라 - dc official App,빌런의급식 (211.114) 2022.09.21 12:16:24 스크랩 조회 393 추천 0 댓글 0,0,393,2022.09.21 12:16:24,https://gall.dcinside.com/mgallery/board/view/?id=suwon_boys_high&no=1861&page=1
1,1858,,지가뭔데 글을 지우고 말고,주딱년 좆만한 학교갤 완1장 달았다고 사명감 느끼노? - dc official App,ㅇㅇ (223.39) 2022.09.13 01:21:49 스크랩 조회 409 추천 4 댓글 0,4,409,2022.09.13 01:21:49,https://gall.dcinside.com/mgallery/board/view/?id=suwon_boys_high&no=1858&page=1
1,1857,,중3인데 ㅅㄱ 쓰려는데,여러분들은 학교 좋으세요?,ㅇㅇ (49.169) 2022.09.05 01:09:40 스크랩 조회 745 추천 0 댓글 3,0,745,2022.09.05 01:09:40,https://gall.dcinside.com/mgallery/board/view/?id=suwon_boys_high&no=1857&page=1
1,1854,,주딱 갤 망치더니 튀어버렸노,ㅉㅉ,ㅇㅇ (115.23) 2022.08.18 18:25:25 스크랩 조회 545 추천 11 댓글 1,11,545,2022.08.18 18:25:25,https://gall.dcinside.com/mgallery/board/view/?id=suwon_boys_high&no=1854&page=1
1,1853,,개같은 학교,...,ㅇㅇ (211.114) 2022.07.14 08:43:56 스크랩 조회 1126 추천 41 댓글 0,41,1126,2022.07.14 08:43:56,https://gall.dcinside.com/mgallery/board/view/?id=suwon_boys_high&no=1853&page=1
2,1852,,누가 갤 이따구로 개판쳐둠?,ㅈㄴ 이전 글 왜 민거냐 얼척이없네,ㅇㅇ (118.221) 2022.07.05 18:41:54 스크랩 조회 360 추천 2 댓글 0,2,360,2022.07.05 18:41:54,https://gall.dcinside.com/mgallery/board/view/?id=suwon_boys_high&no=1852&page=2
2,1851,,ㅅㄱ에 대해 어캐 생각하나? ㅅㄱ인들아,,지능은끄접순 2022.07.02 10:21:27 스크랩 조회 422 추천 1 댓글 0,1,422,2022.07.02 10:21:27,https://gall.dcinside.com/mgallery/board/view/?id=suwon_boys_high&no=1851&page=2
2,1850,,예아 기분좋노~ 나랑 사귈게이 어디 없노?,우리학교에 일베하는 게이있으면 똥꾸멍 대줄 자신있노 이기 !!,ㅇㅇ (116.121) 2022.06.04 23:16:50 스크랩 조회 314 추천 2 댓글 0,2,314,2022.06.04 23:16:50,https://gall.dcinside.com/mgallery/board/view/?id=suwon_boys_high&no=1850&page=2
2,1849,,3학년 싸가지 존나없네 ㅋㅋ,운1지나 해버려라 !!!!!!!!!!!!!!!!!!!!!!!!!,ㅇㅇ (116.121) 2022.06.04 23:05:52 스크랩 조회 625 추천 11 댓글 0,11,625,2022.06.04 23:05:52,https://gall.dcinside.com/mgallery/board/view/?id=suwon_boys_high&no=1849&page=2
2,1848,,참....,ㅋㅋ,수원고매니저 2022.05.31 00:00:40 스크랩 조회 286 추천 0 댓글 0,0,286,2022.05.31 00:00:40,https://gall.dcinside.com/mgallery/board/view/?id=suwon_boys_high&no=1848&page=2
2,1844,,후배들아 배은순쌤 다른 학교 가셨냐?,지금 대학 졸업 앞둔 졸업생임. 코로나 때문에 학교 못 간 지 꽤 돼서 몰랐는데 학교 홈페이지에 이름 없네..... 다른 학교 가심?...,ㅇㅇ (223.39) 2022.04.18 13:35:26 스크랩 조회 710 추천 1 댓글 1,1,710,2022.04.18 13:35:26,https://gall.dcinside.com/mgallery/board/view/?id=suwon_boys_high&no=1844&page=2
2,1843,,리짜이밍 화이팅!,,ㅇㅇ (222.234) 2022.04.11 08:01:32 스크랩 조회 271 추천 1 댓글 0,1,271,2022.04.11 08:01:32,https://gall.dcinside.com/mgallery/board/view/?id=suwon_boys_high&no=1843&page=2
2,1838,,정시와 수시를두고 걱정이 많습니다.,수@원고 갤러리로 ㄱㄱㄱ,ㅇㅇ (222.234) 2022.03.20 22:48:45 스크랩 조회 192 추천 1 댓글 0,1,192,2022.03.20 22:48:45,https://gall.dcinside.com/mgallery/board/view/?id=suwon_boys_high&no=1838&page=2
2,1837,,정시와 수시를두고 고민이 많습니다.,정시가나을까요 수시가나을까요,ㅇㅇ (222.234) 2022.03.20 15:44:23 스크랩 조회 370 추천 0 댓글 2,0,370,2022.03.20 15:44:23,https://gall.dcinside.com/mgallery/board/view/?id=suwon_boys_high&no=1837&page=2
2,1816,,정시와 수시를 두고 걱정이 많습니다. (예비 고2),"저번에 갤보니까 내신 1등급 극초반 안찍어놓는 이상 정시로 올인 가라는데, 그냥 정시파이터? 아니면 수시, 정시 mix해서 하향대학교라도 노려볼까요? 선배님들, 추천해주십시오.",ㅇㅅㅇ (14.47) 2022.02.16 21:20:24 스크랩 조회 540 추천 1 댓글 4,1,540,2022.02.16 21:20:24,https://gall.dcinside.com/mgallery/board/view/?id=suwon_boys_high&no=1816&page=2
2,1769,,05년생 화이팅!,깨끗한 수원남고 갤러리 운영을 응원합니다!,ㅇㅇ (211.246) 2021.12.23 12:24:04 스크랩 조회 942 추천 4 댓글 1,4,942,2021.12.23 12:24:04,https://gall.dcinside.com/mgallery/board/view/?id=suwon_boys_high&no=1769&page=2
2,1764,,수원남고 마이너갤러리 규칙),"1.가급적 반말을 사용하지 않습니다. 2.이런경우 게시물이 삭제됩니다. - 내용이 수원고하고 관련이 없는 경우 - 내용이 욕설, 비난, 모욕을 포함한 경우 - 저격글 - '~하면 개추' 글 - 분탕질 - 뻘글 - 정치글 3.천하수고의 명성에 맞는 품위 있는 글을 올려주세요 이 갤러리를 보는 사람이 생각보다 많으니 신중히 글을 작성해주세요.",05년생화이팅!!! 2021.12.23 12:20:52 스크랩 조회 1173 추천 0 댓글 3,0,1173,2021.12.23 12:20:52,https://gall.dcinside.com/mgallery/board/view/?id=suwon_boys_high&no=1764&page=2
2,1754,,18학번 이과 인설공대 졸업자 질문받음,2학년하고 군대갓다가 전역햇고 학원알바중 내년에 복학예정 - dc official App,18년도졸업자(18 (49.174) 2021.12.21 01:15:09 스크랩 조회 1096 추천 24 댓글 3,24,1096,2021.12.21 01:15:09,https://gall.dcinside.com/mgallery/board/view/?id=suwon_boys_high&no=1754&page=2
2,1753,,수원남고 마이너 갤러리 글 전체 일괄 삭제 하였습니다,장기간 방치되어 처리할 수 밖에 없었습니다. 앞으로 클린한 갤질 즐겨주세요,05년생화이팅!!! 2021.12.21 01:12:50 스크랩 조회 1966 추천 2 댓글 8,2,1966,2021.12.21 01:12:50,https://gall.dcinside.com/mgallery/board/view/?id=suwon_boys_high&no=1753&page=2
