페이지,게시글번호,말머리,제목,내용,글쓴이,추천수,조회수,날짜,링크
1,2010,,fuck tuna,?,중갤러 (211.104) 2026.05.30 10:17:56 스크랩 조회 16 추천 0 댓글 0,0,16,2026.05.30 10:17:56,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=2010&page=1
1,2009,,08 박태건우 ㅋㅋㅋㅋ,비율이 와 키가큰 모델같은ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,중갤러 (217.138) 2026.05.29 23:41:47 스크랩 조회 33 추천 0 댓글 0,0,33,2026.05.29 23:41:47,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=2009&page=1
1,2008,,산적 박성제,이학교 이사장 사위라는말 진짜임?,중갤러 (14.138) 2026.05.22 00:02:48 스크랩 조회 150 추천 2 댓글 0,2,150,2026.05.22 00:02:48,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=2008&page=1
1,2007,,1학년영어쌤,뒷반쌤 누구임 ㅈㄴ싸가지없네,중갤러 (14.138) 2026.05.19 13:47:21 스크랩 조회 151 추천 2 댓글 0,2,151,2026.05.19 13:47:21,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=2007&page=1
1,2006,,혹시 3학년 담임중 강정석쌤 계심?,나때 2학년 담임이었고 평소에도 1~2학년만 하셨는데 올해 갑자기 3학년 담임하심?,중갤러 (222.106) 2026.05.17 18:36:16 스크랩 조회 152 추천 3 댓글 0,3,152,2026.05.17 18:36:16,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=2006&page=1
1,2005,,이선화,미적분 까먹어서 2학기땐 안한다는데 이거맞나요,중갤러 (211.36) 2026.05.16 13:52:12 스크랩 조회 184 추천 1 댓글 1,1,184,2026.05.16 13:52:12,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=2005&page=1
1,2004,,체육대회 의외였던점,버블슈트 이긴 김승규 달리기 개빠른 신이룬,중갤러 (211.169) 2026.05.15 17:48:18 스크랩 조회 289 추천 19 댓글 1,19,289,2026.05.15 17:48:18,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=2004&page=1
1,2003,,여보생고지,야이 중산변태찐따새끼들아 진정한 여보생고지를 보고싶다면 2학년 8반에 레전드 꼬3 김민찬을 보러와라 다임신시켜주마,중갤러 (1.233) 2026.05.13 22:25:18 스크랩 조회 1658 추천 21 댓글 1,21,1658,2026.05.13 22:25:18,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=2003&page=1
1,2001,,2023년 담임이셨던 김성희선생님,자리 ict부 그대로신가요?졸업생인데 스승의날때 찾아뵈려고하는데 알려주면 감사하겠습니다,중갤러 (39.118) 2026.05.12 22:45:03 스크랩 조회 252 추천 12 댓글 1,12,252,2026.05.12 22:45:03,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=2001&page=1
1,2000,,ㅂㅅㅈ ㅇㄷㅎ이 나쁜놈이라고 생각하던데,진짜 중산 만악의 근원은 ㅇㅈㅎ임,중갤러 (118.235) 2026.05.12 00:39:21 스크랩 조회 295 추천 2 댓글 3,2,295,2026.05.12 00:39:21,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=2000&page=1
1,1999,,게이들아,게이들아 김승규쌤 인사받고싶어서 복도 서성거린다 알아둬라,중갤러 (220.75) 2026.05.09 02:36:43 스크랩 조회 244 추천 9 댓글 1,9,244,2026.05.09 02:36:43,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1999&page=1
1,1998,,2학년들아 물리 내신,강사 뭐듣냐 최현호 들었는데 ㅈ됨ㅋㅋ 거기 분위기 ㅈ같던데 조교들도 잡도리 ㅈㄴ하고 뭔 아줌마가 갑자기 개잡음 ㅅㅂ 친구가 장선근 ㅊㅊ하던데 ㅁㅌㅊ,중갤러 (121.165) 2026.05.03 02:02:49 스크랩 조회 346 추천 4 댓글 3,4,346,2026.05.03 02:02:49,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1998&page=1
1,1997,,09들아,이번에도 생물에서 오류 있었냐 중산의 유구한 전통이다,통사통과책펼치는08 (221.138) 2026.05.01 23:45:39 스크랩 조회 253 추천 2 댓글 1,2,253,2026.05.01 23:45:39,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1997&page=1
1,1996,,"앞으로 뉴토끼,마나토끼 대신에 여기서봐라",듀얼할사람,화염제왕테스탈로스 2026.04.30 00:35:03 스크랩 조회 521 추천 2 댓글 2,2,521,2026.04.30 00:35:03,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1996&page=1
1,1995,,수학,14 15 16 523으로 찍을걸 ㅅㅂ,중갤러 (1.227) 2026.04.27 11:16:00 스크랩 조회 323 추천 6 댓글 1,6,323,2026.04.27 11:16:00,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1995&page=1
1,1994,,1학년 영어,1컷 뭐노,중갤러 (180.66) 2026.04.24 13:23:00 스크랩 조회 231 추천 0 댓글 0,0,231,2026.04.24 13:23:00,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1994&page=1
1,1993,,시험당일 답지 어디있지,사이트에 기출문제 자료실에 없는데 어디올라옴,중갤러 (218.50) 2026.04.24 11:01:08 스크랩 조회 182 추천 0 댓글 1,0,182,2026.04.24 11:01:08,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1993&page=1
1,1992,,중산고 사이트비번,중산고 사이트 비번 기본으로뭐로되있음?아는사람 답좀 9자리이상이라던데 로그인이 안됨,중갤러 (119.67) 2026.04.23 23:39:15 스크랩 조회 211 추천 0 댓글 1,0,211,2026.04.23 23:39:15,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1992&page=1
1,1990,,의대판 미쳤음 ㅋ,"클래스데이 의대 입시 라운지라고 새로 생겼는데 라인업 미쳤음ㅋㅋ 설대 의대, 연대 의대, 고대 의대 날고 기는 애들 다 모여있네 ㅇㅅㅇ.. 설대 의대생이 쓴 거 읽어봤는데 내가 그동안 했던 건 공부가 아니라 그냥 노가다였음 ㅇㅅㅇ;;ㅋㅋㅋㅋㅋ 기출 뜯어보는 법부터 멘탈 관리까지 다 알려주는데 확실히 메디컬 간 애들은 생각하는 게 다르긴 하더라. 좌표 궁금하면 댓글 달아줌.",중갤러 (121.138) 2026.04.22 17:34:40 스크랩 조회 323 추천 0 댓글 1,0,323,2026.04.22 17:34:40,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1990&page=1
1,1987,,아니 김민찬 이새끼 누군데 ㅈㄴ나대냐,야이 중산찐따들아 내가 나댄다고하는새끼들 다2학년8반으로 찾아와라 그럼내가 우주류 검술로 다조져준다,중갤러 (1.233) 2026.04.18 01:19:52 스크랩 조회 493 추천 22 댓글 3,22,493,2026.04.18 01:19:52,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1987&page=1
1,1986,,이동훈이 쏘아올린 작은 공,진짜 너무 슬프다 ㅠㅠ,ㅇㅇ (223.38) 2026.04.16 20:46:06 스크랩 조회 273 추천 9 댓글 0,9,273,2026.04.16 20:46:06,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1986&page=1
1,1985,,나 김민찬인데 니들 오늘이 무슨날인지는 아냐?,오늘은 스텔라이브 3기생 클리셰(Cliché)의 유즈하 리코 의 생일입니다~~~~,ㅇㅇ (223.38) 2026.04.13 22:14:34 스크랩 조회 543 추천 34 댓글 2,34,543,2026.04.13 22:14:34,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1985&page=1
1,1981,,갤주 오셨다,내 이름 박 중산이다,중갤러 (112.164) 2026.04.11 21:54:35 스크랩 조회 223 추천 0 댓글 0,0,223,2026.04.11 21:54:35,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1981&page=1
1,1980,,박ㅅ제,개병신년ㅋㅋ 대왕3년 저런인간 처음보누,중갤러 (180.66) 2026.04.10 03:18:53 스크랩 조회 338 추천 8 댓글 3,8,338,2026.04.10 03:18:53,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1980&page=1
1,1977,,중산고 아성제,박성제가 자기가 학생한테 한번 등 돌리면 말도 안한다면서 자기는 그 학생을 자기한테 배우고 간 사람이지 제자로 생각 안한다는데 누구는 니 제자로 기억되고 싶은줄 아냐 ㅋㅋㅋㅋ,중갤러 (218.51) 2026.04.06 15:38:13 스크랩 조회 519 추천 9 댓글 6,9,519,2026.04.06 15:38:13,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1977&page=1
1,1976,,나박예준인데날찾지마라,날찾지마라 너네는 나를영접하기에는 수준이딸린다,중갤로 (223.38) 2026.04.03 17:08:47 스크랩 조회 236 추천 8 댓글 0,8,236,2026.04.03 17:08:47,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1976&page=1
1,1975,,그래서 박예준은 누군지,알려줄 사람 구한다 캬캬컄,yoon's ziral (221.138) 2026.04.03 15:47:10 스크랩 조회 241 추천 0 댓글 1,0,241,2026.04.03 15:47:10,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1975&page=1
1,1973,,야이 시발련들아,내가 그리 우스워? 사칭하니까 막 신나지? 그것도 방금까지야 찢어죽일년들아 나 박예준 더이상 참지 않겠다 좆같은년아 사칭하면 ㄹㅇ 기어세컨드 켜서 패죽일거니까 불만있으면 1반으로 와라,중갤러 (39.7) 2026.04.03 14:31:00 스크랩 조회 228 추천 2 댓글 0,2,228,2026.04.03 14:31:00,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1973&page=1
1,1972,,어 형 예준이형인데,3학년이 나 알아봤다. 유명세가 하늘을 찌르네 피곤하노 ㅈㄴ - dc official App,중갤러 (211.234) 2026.04.03 14:19:14 스크랩 조회 250 추천 14 댓글 0,14,250,2026.04.03 14:19:14,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1972&page=1
1,1969,,ㅅㅇㄹ 선생님 이 사람 닮은거 같으면 개추,ㅇㅇ,중갤러 (220.117) 2026.03.28 23:43:55 스크랩 조회 691 추천 29 댓글 4,29,691,2026.03.28 23:43:55,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1969&page=1
1,1968,,디벗을 가져가놓고 주말에 안돌려주면,그걸로 공부하는 애들은 어떡하라는거냐? 시험기간인데 진짜 존나 무책임하네,ㅇㅇ (118.235) 2026.03.28 10:07:03 스크랩 조회 246 추천 5 댓글 0,5,246,2026.03.28 10:07:03,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1968&page=1
1,1967,,ㅅㅇㄹ 어디감?,ㅇㅇ,ㅇㅇ (61.78) 2026.03.27 13:55:03 스크랩 조회 362 추천 2 댓글 1,2,362,2026.03.27 13:55:03,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1967&page=1
1,1964,,여긴 야구 하는 애들 없냐??,할 곳도 없고,중갤러 (1.227) 2026.03.18 16:39:18 스크랩 조회 220 추천 0 댓글 0,0,220,2026.03.18 16:39:18,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1964&page=1
1,1962,,ㅇㄷㅎ씨 담임인데,진짜 전학마렵다 제발,중갤러 (1.227) 2026.03.14 02:05:29 스크랩 조회 529 추천 3 댓글 2,3,529,2026.03.14 02:05:29,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1962&page=1
1,1961,,중산고 로고 비밀 ㄷㄷ,발기한채로 자유낙하중인 중산인임 ㄷㄷ,중갤러 (223.62) 2026.03.14 01:11:22 스크랩 조회 649 추천 28 댓글 1,28,649,2026.03.14 01:11:22,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1961&page=1
1,1959,,07 잘생긴형,ㄱㄱㅈ형 어느 대학 갔는지는 몰겠지만 지나갈때마다 너무 멋있고 잘생겼다거 생각했어요,중갤러 (182.222) 2026.03.12 01:53:33 스크랩 조회 429 추천 0 댓글 1,0,429,2026.03.12 01:53:33,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1959&page=1
1,1958,,1학년인데 물리반 면접 질문이 뭐죠?,알려주시면 감사하겠습니다,중갤러 (117.111) 2026.03.11 07:33:09 스크랩 조회 431 추천 2 댓글 4,2,431,2026.03.11 07:33:09,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1958&page=1
1,1956,,ㅇㄷㅎ 씨ㅣㅣㅣㅣㅣㅣㅣㅣㅣㅣㅣㅣ발,아니 본문은 왜쳐외우게시키고 그걸또 왜 생기부에쳐적는거냐 ㅈ같네진짜 좀 제발 중산고에서 나가줬으면 좋겟너,중갤러 (1.233) 2026.03.09 00:33:59 스크랩 조회 535 추천 12 댓글 3,12,535,2026.03.09 00:33:59,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1956&page=1
1,1955,,하..,세ㄱ스하고싶더,ㅇㅇ (221.153) 2026.03.08 00:29:35 스크랩 조회 275 추천 1 댓글 1,1,275,2026.03.08 00:29:35,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1955&page=1
1,1954,,23졸 중붕이인데,"산적,철수,종준이 아직도 있음?",ㅇㅇ (118.235) 2026.03.06 09:38:08 스크랩 조회 419 추천 0 댓글 3,0,419,2026.03.06 09:38:08,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1954&page=1
1,1953,,담임 빡빡이.....;;,ㅈ된거냐,중갤러 (211.104) 2026.03.03 22:55:10 스크랩 조회 425 추천 0 댓글 2,0,425,2026.03.03 22:55:10,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1953&page=1
1,1951,,내일 개학 ㅈ같으면 개추,,ㅇㅇ (14.63) 2026.03.02 23:55:27 스크랩 조회 228 추천 4 댓글 0,4,228,2026.03.02 23:55:27,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1951&page=1
1,1950,,선배님들,학생회나 전교부회장 나가고 싶은데 좋은거 있나요 짜져 살아야하나,중갤러 (121.165) 2026.03.02 20:34:35 스크랩 조회 311 추천 2 댓글 1,2,311,2026.03.02 20:34:35,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1950&page=1
1,1949,,어 나 박예준인데 10년생들에게 개추 박는다,ㅈㄱㄴ,Ss (211.36) 2026.03.02 18:38:22 스크랩 조회 394 추천 8 댓글 1,8,394,2026.03.02 18:38:22,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1949&page=1
1,1947,,선배님들,전교 몇 해야 서성한 가나요 중산 중동만큼은 못보내도,중갤러 (180.66) 2026.03.02 15:28:56 스크랩 조회 319 추천 0 댓글 3,0,319,2026.03.02 15:28:56,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1947&page=1
2,1945,,신비주의 담임,염정훈이 누구임,중갤러 (121.165) 2026.02.27 16:39:52 스크랩 조회 473 추천 0 댓글 2,0,473,2026.02.27 16:39:52,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1945&page=2
2,1943,,90틀딱이다,이런게 있었구나 신기하구만 아직도 산적님이 현역이라는게 신기하다 김병구 함기현 정철 이런분들 아직도 계시나,ㅇㅇ (110.10) 2026.02.26 22:45:17 스크랩 조회 327 추천 1 댓글 2,1,327,2026.02.26 22:45:17,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1943&page=2
2,1941,,여기 체스 1짱 누구임?,ㅇㅇ,중갤러 (220.65) 2026.02.19 03:27:23 스크랩 조회 277 추천 0 댓글 1,0,277,2026.02.19 03:27:23,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1941&page=2
2,1940,,전라도 사는 학생입니다.,모고 32332 나오는데 여기 애들이 장애인이라 내신을 존나 잘 받아서 서울대 목표하고 있습니다. 여기분들은 진짜 불쌍하네요.. - dc official App,신림동 2026.02.18 19:44:47 스크랩 조회 415 추천 0 댓글 2,0,415,2026.02.18 19:44:47,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1940&page=2
2,1939,,올해 입학하는 10입니다,여기 학교 선생님들 어떤가요 갤에 있는 글들을 보니 산적은 어떤사람인가요 아직 입학식도 안했는데 걱정되네요,중갤러 (14.138) 2026.02.17 23:35:01 스크랩 조회 446 추천 3 댓글 4,3,446,2026.02.17 23:35:01,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1939&page=2
2,1937,,입시에서 지방 혜택 폐지해야하면 개추,"병신같은 지둔, 기균, 정시 학생부 반영 전부 폐지하고 모두 정시100%로 바꿔야하면 개추 학력저하?<<수능 3등급 받고 연고대 수시날먹하는 개새끼들 때문임",ㅇㅇ (221.168) 2026.02.16 14:38:25 스크랩 조회 453 추천 15 댓글 5,15,453,2026.02.16 14:38:25,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1937&page=2
2,1936,,세종 편입하는법 공유좀,11반걸렸는데 솔까 쌤 괜찮은거같은데 많이 힘드나요,중갤러 (118.235) 2026.02.14 14:31:29 스크랩 조회 359 추천 1 댓글 3,1,359,2026.02.14 14:31:29,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1936&page=2
2,1935,,10 고민상담,담임 ㅂㅅㅈ걸렷는대 생존팁있나여,중갤러 (125.131) 2026.02.13 23:08:48 스크랩 조회 469 추천 0 댓글 5,0,469,2026.02.13 23:08:48,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1935&page=2
2,1934,,설공이면 중산고 상위 몆프로냐?,?,ㅇㅇ (27.1) 2026.02.11 18:31:37 스크랩 조회 534 추천 2 댓글 3,2,534,2026.02.11 18:31:37,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1934&page=2
2,1933,,올해 현역sky 50명이라는데 진짜임?,그정도로 잘갔었나 수시 설대는 생각보다 박은걸로 기억하는데,ㅇㅇ (183.98) 2026.02.07 10:59:18 스크랩 조회 609 추천 2 댓글 5,2,609,2026.02.07 10:59:18,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1933&page=2
2,1932,,3학년 9반 담임 신이룬이라더니 뭐노,좋다 말았네,중갤러 (61.74) 2026.02.05 13:26:19 스크랩 조회 618 추천 2 댓글 3,2,618,2026.02.05 13:26:19,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1932&page=2
2,1931,,10들은 복 받은거임ㅋㅋ,ㅇㄷㅎ ㅂㅅㅈ가 어떻게 한번에 가냐ㅋㅋ 진짜 운도 좋네,ㅇㅇ (118.235) 2026.02.04 12:45:03 스크랩 조회 670 추천 0 댓글 3,0,670,2026.02.04 12:45:03,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1931&page=2
2,1930,,지금 입학하는 10들 잘들어라 *필독*,1학년 4반 1학년 11반 걸린새끼들은 지금이라도 휘문세종풍문 열려있으니까 빨리 탈출해라 진짜 진심이다;;,중갤러 (117.111) 2026.02.04 11:36:40 스크랩 조회 1243 추천 48 댓글 14,48,1243,2026.02.04 11:36:40,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1930&page=2
2,1929,,중산고 설의 3명,어차피 못 가서 의미 없는 중떨이들은 개추...,ㅇㅇ (218.39) 2026.02.04 01:39:09 스크랩 조회 836 추천 18 댓글 1,18,836,2026.02.04 01:39:09,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1929&page=2
2,1927,,Team10에게 조언,편입으로 세화든 휘문이든 중동이든 3학군이든 무조건 전학,ㅇㅇ (218.39) 2026.02.01 12:45:47 스크랩 조회 531 추천 11 댓글 2,11,531,2026.02.01 12:45:47,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1927&page=2
2,1926,,중산 현역로 설의 2명 확정인가,수시로 현역 설의 한명 정시로 현역 설의 한명 ㄷㄷ,중갤러 (14.138) 2026.02.01 00:00:19 스크랩 조회 521 추천 15 댓글 1,15,521,2026.02.01 00:00:19,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1926&page=2
2,1925,,자진입학을 환영한다 아쎄이!,( 지옥에 온걸 ) 환영한다 team 10들아.,중갤러 (221.138) 2026.01.30 20:46:21 스크랩 조회 336 추천 1 댓글 0,1,336,2026.01.30 20:46:21,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1925&page=2
2,1924,,형들 저 11인데요,중산 진학 희망이고 중산 시험 어려운건 대충 알고있는데 갤 보니까 국어 공부 열심히 해야한다는거같은데 수능국어하고 학교에서 하는 국어공부가 아예 다르나요?,중갤러 (58.225) 2026.01.28 22:58:32 스크랩 조회 498 추천 2 댓글 2,2,498,2026.01.28 22:58:32,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1924&page=2
2,1923,,겨울방학 끝나고 잠시 학교갈때 하교시간,몇시에 끝남? 담주에 가는거 같던데 10시에 끝나려나.....하 - dc official App,중갤러 (223.38) 2026.01.27 22:48:36 스크랩 조회 225 추천 0 댓글 0,0,225,2026.01.27 22:48:36,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1923&page=2
2,1919,,중산 최고 아웃풋,나야 조리보이,중갤러 (1.233) 2026.01.13 17:53:05 스크랩 조회 895 추천 9 댓글 2,9,895,2026.01.13 17:53:05,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1919&page=2
2,1917,,산적 수업 시간에 좋나 어이없는게,고1때 공부 못했던 애가 고2 고3 열심히 공부해서 좋은 대학 갔다는데 씨발 그게 세종대임ㅋㅋㅋ 아니 애들 동기부여 해줄거면 뭐 연고대 하다 못해 서성한은 갔다고 얘기를 해야지 뭔 공부 열심히 해서 세종대는 뭔 애들 엿먹이는 것도 아니고ㅋㅋㅋ,중갤러 (183.98) 2026.01.09 13:42:16 스크랩 조회 872 추천 20 댓글 4,20,872,2026.01.09 13:42:16,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1917&page=2
2,1916,,내신 4.5정도였던 애들아 어디감?,난 재수 연고대,ㅇㅇ (27.1) 2026.01.06 13:52:15 스크랩 조회 623 추천 1 댓글 3,1,623,2026.01.06 13:52:15,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1916&page=2
2,1915,,여기 학폭 있음?,?,ㅇㅇ (27.1) 2026.01.06 13:37:46 스크랩 조회 565 추천 0 댓글 1,0,565,2026.01.06 13:37:46,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1915&page=2
2,1914,,너희들은 축복 받은 인생들이다.,"https://m.blog.naver.com/parkjin916/223339208372 [보도자료] 박진 의원, 중산고등학교 방문 - 문진욱 중산고등학교 교장 및 관계자 면담 - 박진, “학교발전과 글로벌 인재 육성을 위한 지원을 아끼지... m.blog.naver.com 위대한 교장과 관계자들이다. 내가 다닐 때는 서로 중상모략에 물고뜯고 개판이었거든. 정권 잘 만나야하고 투표 잘해라. 반공정신 잊지말고 끝까지 멸공!",중갤러 (211.235) 2026.01.04 15:35:45 스크랩 조회 607 추천 6 댓글 2,6,607,2026.01.04 15:35:45,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1914&page=2
2,1912,,박성제 선생님 인스타 개설했네요,ㄷㄷ;; - dc official App,중갤러 (211.235) 2025.12.31 14:23:16 스크랩 조회 1098 추천 15 댓글 2,15,1098,2025.12.31 14:23:16,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1912&page=2
2,1911,,여기는 이제 경신고가 접수한다,07 역대급 저능아 세대를 보유한 대구 경신고가 접수합니다. 저희갤 구경 환영 - dc official App,중갤러 (122.39) 2025.12.27 05:18:58 스크랩 조회 366 추천 1 댓글 1,1,366,2025.12.27 05:18:58,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1911&page=2
2,1910,,듀ㅠ,ㅘㅊ,노무현. 2025.12.26 22:18:39 스크랩 조회 108 추천 0 댓글 0,0,108,2025.12.26 22:18:39,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1910&page=2
2,1909,,듀ㅠ,ㅘㅊ,노무현. 2025.12.26 22:17:19 스크랩 조회 35 추천 0 댓글 0,0,35,2025.12.26 22:17:19,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1909&page=2
2,1908,,듀ㅠ,ㅘㅊ,노무현. 2025.12.26 22:15:59 스크랩 조회 37 추천 0 댓글 0,0,37,2025.12.26 22:15:59,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1908&page=2
2,1907,,듀ㅠ,ㅘㅊ,노무현. 2025.12.26 22:14:39 스크랩 조회 29 추천 0 댓글 0,0,29,2025.12.26 22:14:39,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1907&page=2
2,1906,,듀ㅠ,ㅘㅊ,노무현. 2025.12.26 22:13:19 스크랩 조회 30 추천 0 댓글 0,0,30,2025.12.26 22:13:19,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1906&page=2
2,1905,,듀ㅠ,ㅘㅊ,노무현. 2025.12.26 22:11:59 스크랩 조회 29 추천 0 댓글 0,0,29,2025.12.26 22:11:59,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1905&page=2
2,1904,,듀ㅠ,ㅘㅊ,노무현. 2025.12.26 22:10:39 스크랩 조회 22 추천 0 댓글 0,0,22,2025.12.26 22:10:39,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1904&page=2
2,1903,,듀ㅠ,ㅘㅊ,노무현. 2025.12.26 22:09:19 스크랩 조회 28 추천 0 댓글 0,0,28,2025.12.26 22:09:19,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1903&page=2
2,1902,,듀ㅠ,ㅘㅊ,노무현. 2025.12.26 22:07:59 스크랩 조회 22 추천 0 댓글 0,0,22,2025.12.26 22:07:59,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1902&page=2
2,1901,,듀ㅠ,ㅘㅊ,노무현. 2025.12.26 22:06:39 스크랩 조회 24 추천 0 댓글 0,0,24,2025.12.26 22:06:39,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1901&page=2
2,1900,,듀ㅠ,ㅘㅊ,노무현. 2025.12.26 22:05:19 스크랩 조회 23 추천 0 댓글 0,0,23,2025.12.26 22:05:19,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1900&page=2
2,1899,,듀ㅠ,ㅘㅊ,노무현. 2025.12.26 22:03:59 스크랩 조회 27 추천 0 댓글 0,0,27,2025.12.26 22:03:59,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1899&page=2
2,1898,,듀ㅠ,ㅘㅊ,노무현. 2025.12.26 22:02:39 스크랩 조회 23 추천 0 댓글 0,0,23,2025.12.26 22:02:39,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1898&page=2
2,1897,,듀ㅠ,ㅘㅊ,노무현. 2025.12.26 22:01:19 스크랩 조회 22 추천 0 댓글 0,0,22,2025.12.26 22:01:19,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1897&page=2
2,1896,,듀ㅠ,ㅘㅊ,노무현. 2025.12.26 21:59:59 스크랩 조회 19 추천 0 댓글 0,0,19,2025.12.26 21:59:59,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1896&page=2
2,1895,,듀ㅠ,ㅘㅊ,노무현. 2025.12.26 21:58:38 스크랩 조회 19 추천 0 댓글 0,0,19,2025.12.26 21:58:38,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1895&page=2
2,1894,,듀ㅠ,ㅘㅊ,노무현. 2025.12.26 21:57:18 스크랩 조회 16 추천 0 댓글 0,0,16,2025.12.26 21:57:18,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1894&page=2
